score,review_content
5,갤럭시S23 울트라 진짜 잘 만든 제품이라생각 됩니다.<br/>배터리 수명 및 기기성능도 만족스럽고 특히 카메라 성능이 매우 우수해서 여행시 사진 촬영이나 업무시 사진촬영에 매우 유용하게 사용하고 있습니다.<br/>다음 차기작도 매우 기대됩니다. 
5,S22울트라에서 보험으로 23으로 변경 한건데 일단 22울트라 기능 안끄는분들 그냥 넘어오세요 발열 없음 배터리 오래감 <br/>그냥 작은 화면 그건 취향 차이 <br/>화면 하나 빼면 그냥 23 압승 입니다 .
5,안건우 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 최고
5,"디자인<br/>전작과 다르게 카메라섬 없는 깔끔한 디자인이 마음에 듭니다.<br/><br/>성능<br/>전에 사용하던 S9+에서 넘어와서 그런지 확실히 성능이 체감됩니다. 버벅임이나 발열도 별로 느껴지지 않고 전면지문인식, 배터리용량, 초고속충전, 카메라 프로 기능특히 마음에 듭니다.<br/>"
5,디자인도 깔끔하고 색상도 제가 원하는 라벤더 색상이라 너무 만족해요. 기존에 사용했던 핸드폰보다 속도도 빠르고 여러 가지 기능면에서 성능도 훨씬 좋아요. 거기에다 밧데리 충전후 오랜 시간 사용할수 있어서 너무 좋네요
5,평균 5년에 한번씩 바꾸게 되는 현대 사회의 필수품으로 고민 고민 많은 고민속에서 선택한 작지만 강하고 완벽한 성능과 다양한 기능으로 전화만 잘 터지면 된다는 고정관념을 깨버린 S23으로 S펜이 없는게 조금 아쉽지만 단점을 금방 잊게 만드는 것에 매우 만족하며 사용하고 있습니다.
5,잘 안보여서 큰걸로 했는데 잘 보이고 아직까지 잘 쓰고 있음.<br/>많은 편의 기능을 가지고 있으나 너무 많아 잘 사용하지는 못함.<br/>사제 보호필름을 했다가 실패하고 삼성서비스에 가서 다시 장착했으나 얼마사용하지 못하고 들고 일어남. <br/>사진은 광고처럼 찍히지는 않는 것 같음. 설정을 해야 가능함. 메모리는 512라 부족함 없이 사용중.
5,모든기능이 다 만족스럽습니다. 육각형 제품
5,"갤럭시s8을 사용하다가 너무 오래되어서 폰을 바꿀시기가 되었는데, 전 또 당연히 고민하지 않고 갤럭시를 알아보았고 최신 기종인 s23 그중에서도 s23일반 보다는 화면이 크고, 울트라까지의 성능까지는 필요없어서 s23플러스를 골랐는데 아주 만족해요. 빠르고 발열도 적고 카메라도 너무 좋습니다.<br/>#삼성전자이벤트참여"
5,아이폰14 쓰다가 삼성페이의 편리함을 느끼기 위해서 S23으로 기기변경하여 사용중입니다. <br/><br/>역시 삼성입니다. 이제는 두번 다시 아이폰으로 안쓰고 삼성만 쓸려구요.<br/><br/>이번 S23 시리지는 역대급입니다. 강추합니다.
5,처음부터 삼성 제품만 사용해서 다른 스마트폰은 사용하기가 어렵네요
5,카메라. 크림색디자인
5,"아이폰만 사용하다 고민해서 구입 결정했는데. 사용하기 편하고, 성능도 좋네요. 가격도 합리적이라 부담도 적었습니다. 디자인도 깔끔하고 휴대하기도 편하네요. 구매는 온라인으로 했어요"
5,크림색이 진짜 이쁘네요<br/>작은 폰 선호하는 사람으로서 S23부터 정말 작은데도 배터리 걱정을 안해도 되는 스마트폰이 되어서<br/>걱정없이 쓸 수 있어 좋네요<br/>성능도 부족함이 없고 만족스러워요<br/><br/>#삼성전자이벤트참여
5,카메라의 성능과 기능에 만족하여 구매하게 되었습니다.<br/>삼성 갤럭시 최고의 제품이라고 생각합니다. 아직 다른 기능들은 사용해 보면서 또다른 기쁨을 누릴 것을 생각하니 기대가 큽니다. 앞으로도 더 좋은 제품을 기대하겠습니다.
5,완전 깔끔하고 이뻐요!!
5,배송도 빠르고 좋네요
5,이번에 사전예약으로 울트라를 주문했습니다. 티타늄 되게 고급스럽네요 지문도 잘 안남는거 같아요!!~ 역시 블랙은 무광인듯 합니다. 다음주에 올 줄 알았는데 오늘 수령해서 지금 열심히 데이터 옮기는중... 너무 기대됩니다~<br/>잘 쓰겠습니다!
4,통역 기능이 있어서 좋고 화면이 왈이드 해서 좋아요
5,핫한제품 쓰게되어 좋아요
5,성능.디자인. 좋아요
5,이쁘고 맘에 들어요.
5,The design is great. UI is smooth.
5,최신 24울트라 성능이 좋아요
5,플랫화면 스냅드래곤 넓찍한페이퍼챔버 S펜 ... 충분하다..... S10+로 버텨왔었는데 플랫화면 나왔다는 소리듣고 바로 예약함..... 정말좋음 배터리도 5천이니 지금 이상태로 쭈욱 나왔으면 하는바람
5,4년을 타사폰 사용하다가  노안으로 화면이 큰 핸드폰이 필요하여 겸사겸사 구매하게 되었네요.<br/>이번 S24 구매이벤트로 저장용량도 2배도 늘어나서 그 점도 맘에 듭니다. 앞으로 잘 사용할게요. 
5,이쁘고 화면도 크고 좋네요
5,디자인이 이뻐요.<br/>마음에 들어요.
5,새로운 갤럭시시리즈가 출시되어 사전예약을 하여 바로 받았답니다!<br/>은은한 노란빛인데 티타늄 옐로우라 그런지 금빛느낌이난답니다!<br/>사진도많이 찍고 영상도 많이 찍어서 용량은 1테라로 샀답니다! 부족하지않겠죠?<br/>이제 하나하나 설정중이라 넘신기하고 신나고 기대된답니다!<br/>Ai기능도 넘궁금하니 어서 이용해봐야겠어요~<br/>배송도 빨랐고 안전하게 도착했답니다!<br/>잘사용해보겠습니다~~~<br/>
5,갤럭시만 쓰는 사람입니다. S8을 6년이라는 긴 시간동안 잘 이용해오다 최근 들어 배터리 수명의 한계를 느끼고 S24 울트라를 구매하여 교체하였습니다. 비싼 금액을 들여 바꿨음에도 잘 구매했다고 생각할 만큼 기술의 진보가 있으며 디자인이나 성능 등 모든 면에서 만족스럽습니다. 대박나세요
5,갤s10노트 고장 없이 잘 사용했고<br/>S24도 잘사용했으면해요
5,역시 배송도 빠르고 정확하게 보내주는 삼성!<br/><br/>이전에는 직원분이 가져다 주셔서 좋았는데 택배가 보내주어서 더 정확하게 안내 받는 것도 좋았습니다!
5,세팅하는데 시간이 엄청 걸리네요.<br/>워낙 들어 있는 내용이 많으니<br/>은행관련 앱을 설정하는 것이<br/>너무 힘듭니다.
5,AI가 어떤 경험을 줄지 상당히 기대하고 있습니다.<br/>제품 마감도 좋고 일단 오늘 받아서 이러 저런 세팅을 하는데 만질수록 고급스럽군요.<br/><br/>초기 제품에 문제가 보고 되면 빠른 업데이트 진행 부탁 드려요.
5,깔끔하니앳지가아니고 좋아요
5,가격도 좋고 텇감도좋아요
5,배송도 빠르고 포장도 깔끔하게 잘 되어 왔습니다.<br/>고장 안나고 오래 쓰면 좋겠네요.
5,배송도 빠르고 성능은 써봐야알겠지만 넘 이쁘네요~잘 써보겠습니다 ㅎ
5,넘나 실물이 더이쁨..
5,저는 아이폰 갤럭시 2가지를 다 써보았지만 <br/>역시 갤럭시의 기능과 편리함은 세계 최고입니다!!!!<br/>아이폰 쓸때는 솔직히 기능 자체도 많이 없어서 새로운 맛이 없었는데 <br/>갤럭시는 내 맘대로 꾸밀 수 있고 제가 편리하게 사용한  아이폰의 장점 몇 가지를 갤럭시에 설정하여   사용할 수 있어서 너무 좋아요!!!!! <br/>그리고 s23울트라도 정말 좋았는데  갤럭시s24울트라는  체감이 확날만큼 더 빠르네요 !!대박!!<br/>이재용 회장님 좋은 스마트폰 사용하게 해주셔서  감사합니다 !!!^^<br/>다음 갤럭시 s25 나오면 할인 쿠폰 같은거 말고 그냥 상품으로 공짜로 주세요 ㅋㅋㅋ 부탁드립니다 <br/>
5,신규폰에 대한 기대치가 높았던만큼<br/>기능 너무 좋아요.<br/>당분간은 새 기능들 특히ai 기능들 열심히<br/>적용해서 써 보고싶어요.<br/>색상도 이쁘고 기대 이상입니다.<br/>얼른 영문원서책에 울트라 기능 써 보고싶어요.
5,"S24 예약구매했는데, 배송시작 당일에 수령. 생각보다 빨리와서 놀랐음.<br/><br/>폰의 기본 구성품에 충전기가 없다는 것만 제외하면 무엇하나 나무랄데 없음. <br/><br/>아직 이녀석이 가진 성능을 끌어내서 사용전이긴 하지만, 삼성의 네임밸류가 있는데 실망스런 기능은 아닐거라 믿고있음.<br/><br/>일단, 수령 첫 날 느낌은 만족스러움."
5,사전예약 24일 마지막전날 그린이랑 바이올렛만 남아서 그린 선택 오늘 받았는데<br/>나름 괜찮네요.
5,긴말 필요 있습니까?<br/>안드로이드 폰 중에서 최고입니다.<br/>고민은 배송만 늦출뿐... 지금 당장 구매하세요
5,s24울트라 기대 됩니다 앞으로 잘 사용할게요 
5,20년 넘게 항상 공짜폰 쓰다가 생애 처음으로 월급을 다 떼려박았습니다.<br/>너무 좋아요.. 겔럭시 24 울트라 너무너무 좋네요. <br/>AI기능은 써볼 기회가 있을지... 모르겠지만~~~ AI 쓰기 위해 해외로 가야 하는 건가용???   기대해 봅니다.<br/>생각보다 티타늄블루 색상은 찌인한~~ 블루 일줄 알았는데 연하네용~~<br/>
5,배송도 빠르고 갤럭시는 역시 갤럭시<br/>구성품 인색
5,디자인이 예쁘고 용량이 크고 배터리가 오래갑니다. 가성비가 좋고 파손에 강합니다 갤럭시는 언제나 너무 만족합니다. 어린이부터 노인까지 누구나 손쉽게 사용가능합니다. 튼튼하고 기능이 다양합니다. 서비스센터가 많습니다.
5,사전예약 첫날 바로 신청하여 26일  빠르게 수령하였습니다.<br/>삼성닷컴 전용색상이 마음에들어서 여기서 주문하였고 샌드오렌지색상이 호불호가 있다하여 걱정도 되었는데 전 완전 호입니다. 생각보다 훨씬 더예쁘네요 <br/>오렌지색 강추!
5,s10 5g 5년 쓰고 바꿀때 되서 바꾼거지만  이번에 플렛하게 바꿘 화면과 <br/>번역기능 및 카메라 성능이 매우 마음에 듭니다.<br/>
5,크기도 크고 빠르고 좋아요
5,예전에는 삼성직원분이 오셔서 주셨는데 이번에는 배송 이라서 불안감도 있었지만 나름 괜찮았습니다.<br/>출근하느라 아직 개봉은 못 해봤지만 내일 개봉하고 기능도 써보고 해야겠어요. 통역 기능이 좋아보여서 해외갈때도 편하게 할수 있을거 같아요.<br/>사용해보니. 많은 기능 있네요 👍
5,갤럭시 제품중 최고로 괜찮아요♡
5,카메라성능이 좋고 엣지부분이 없어져서 좋아요.
5,오랫동안 노트시리즈를 사용하다 작은 사이즈 핸드폰이 쓰고 싶어 선택한 갤럭시s24.<br/>색상은 블루 선택했는데 여리여리 하늘색이라 너무 맘에 듭니다. 엣지보다 플랫 스타일을 선호하는 저로써는 이번 24시리즈 디자인이 참 좋아요. 데이터 이동으로 어지간한 어플들은 그대로 연동되어 핸드폰이 바뀌어도 간편하네요. <br/>#삼성전자이벤트참여
5,이번에 큰맘먹고 샀어요 받아보니 너무 맘에듭니다. <br/><br/>ai 카메라 속도 화질등 다 좋네요 삼성제품이 좋아서 삼성만 써요.<br/><br/>사전예약구매로 사길 잘한거 같아요<br/><br/>감사히 잘쓰겠습니다. 추천합니다.
5,사용중이던 폰이 상태가 안좋아 어제 아빠가 사전예약으로 갤럭시 S24 구매하셨습니다.<br/>생각보다 빠르게 오늘 제품이 도착했네요.<br/>빠른 배송 감사합니다.<br/>그립감도 좋구 사이즈가 제손에 딱이네요.<br/>색상은 엠버옐로우 입니다.<br/>새로 추가된 AI기능은 다 써보지 못했는데 번역 기능이 가장 마음에 드네요. 실행 속도도 빠르고.. 다른 기능도 좋을거라 생각됩니다.<br/>잘 사용하겠습니다.
5,S24 드디어 영접했습니다.  제이드그린으로 구매했는데 색상이 진짜 최고 입니다. 실물이 완전 하트 뿅뿅 이예요.. 기능이야 익히 알려져 말할것도 없고 디자인 색상에서 500프로 만족합니다. 앞으로 잘부탁한다 S24
5,<br/>#삼성전자이벤트참여<br/>갤럭시s24울트라 빨리 받아서 좋았습니다! 화질도 좋고 폰도 넘 이쁩니다! <br/>필름 프로텍터는 왼쪽으로 밀려잇고 기포가 생겨서 좀 아쉬웠어요 필름 예약 꼭 하고 가세요 . 예약안하면 오래 걸려요. 티타늄 소개 너무 이쁘고 카메라도 좋고 직원응대도 친절했습니다.<br/>
5,"#삼성전자이벤트참여<br/>노트9쓰다가 오랜만에 핸드폰을 바꾸게 되었어요!<br/>색도 너무 이쁘고, 부들부들한 촉감이 너무 좋아요~<br/>쓰는 내가 스마트해지는 기분~♡<br/>유튜브 보고 더 공부해서 똑똑하게 살겠습니다~♡<br/>삼성전자 서비스센터에서 데이터이동도 해줘서<br/>더 좋았어요ㅎㅎ"
5,플랫한 화면과 성능이 역대 최고입니다~!!!
5,디자인 색상 이쁘고 잘 어울려요<br/>삼성전용 컬러인데 너무 이쁘네요<br/>특히 카메라 성능 S펜 반응속도 좋고<br/>신기술들도 많이 들어가서 성능이 엄청 좋아요<br/>오늘 받아서 이것저것 해보고 있지만 밧데리 진짜 맘에 들어요
5,핸드폰이 진짜  좋아요~^^
5,빠르고 깔끔하고 최고입니다
5,삼성닷컴으로 사전예약하고 오늘 바로 받았습니다 <br/>제품 대만족입니다 <br/>배송 빠르고 제품 빠릿하고 성능 죽이고 편리하고 특히 AI기능 너무 신기하고 편합니다.<br/>여러 이슈와 장단점이 있지만 엄청난 사전예약 인기에 따르는 시샘 정도입니다.<br/>앞으로 지속적인 업데이트로 밸러스 문제 해결 부탁드립니다.
5,디바이스 온 AI! 기능도 디자인도 역시 삼성 입니다~!!
5,갤럭시s10 이후 오랜만에 맞이한 갤럭시 플래그십입니다. 정말 영롱하네요! 무엇보다 엑시노스2400이 기대 이상의 성능을 발휘해주어 합리적으로 잘 샀다는 기분이 팍팍 듭니다! 끼얏호우! #삼성전자이벤트참여
5,역시 삼성은 최상위 트림 사야함 ㅋㅋㅋ
5,배송 빠르고 성능 너무 좋네요.^^
5,폴드3사용하다 기변했는데  주로 외부화면만 사용하다보니 큰화면과 글자크기가 어색하게 느껴지네요. 뭐 적응하면 크기만큼 만족도도 클것 같습니다.
5,오늘받아 잘 모르겠지만<br/>일단 설래네요<br/>전작보다  발전한 느낌 입니다
5,사전예약으로 구매했어요 <br/>가벼워진 느낌이네요<br/>삼성갤럭시는 역시 S펜입니다<br/>
5,"Ai가 탑재된 새로운 갤럭시, 디자인. 성능. as까지 어느 하나 빠지지 않는 완벽한 제품♡ 사진 찍는거 좋아하는 나에게 갤럭시는 딱이에요. 스마트폰 이름에 걸맞는 성능을 갖춘 갤럭시s24울트라 마음에 쏙 들어요"
5,디자인 속도 등 전부 맘에들어요^^
2,저도 스피커랑 한지 및 삼선 현상 다 있네욤...<br/>그냥 다음부터는 삼성 제품 안 사는 게 맞는 거 같아요.<br/>본인들이 검수 똑바로 안 하고는 실제 사용하는데 지장 없다고만 하면... 당신들은 150주고 하자 있는 걸 써야 한다고 생각하나요? 그냥 아이폰 사고 말지... 
5,완전 대박 만족합니다.
5,사전예약 마지막날 오전에 구매했는데 바로 다음날 배송이 와서 깜짝놀랐네요<br/>그동안 2019년에 구입한 갤럭 s10e 제품을 사용하다 S24가 출시되었다는 소식에 구매하게 되었는데 선명한 화질과 디스플레이 그리고 넓은 화면까지 아주 만족스럽습니다 또다른 갤럭시와 오래 함께해볼게요 :-)
5,제품 디자인이 만족하고있으며 특히번역 기능은 많이 사용한것은 아니지만 앞으로 외국어 사용하는데 있어서 많은장벽을 없애주는 역할을   해줄것 같습니다 그리고 카메라기능도 많이 좋아져서 새로운 추억을 사진으로 많이 남길수있게되었습니다
5,평생 갤럭시만 사용 했습니다<br/>더 먼 말이필요 할까요...<br/>디자인 성능 먼 말이 필요 할까요..<br/>좋은 제품 이웃 같은기업 삼성<br/>먼 말이 필요 할까요..<br/>언제나 감사합니다 잘 사용 하겠습니다<br/>
5,빠른배송.<br/>이미알려진 스펙성능.
5,빠르고 큰 화면이 좋네요<br/>Ai 기능은 더 써봐야 알것 같아요
5,화면 질이 너무 좋아요.<br/>갤럭시s24 울트라 폰은 라섹 후유증이 없네요.<br/>눈이 편안..<br/>울트라 처음 써서 그런 지 케이스 끼는 법이 어려웠어요.<br/>ESR 에서 구매한 풀커버케이스는 끼는법이 더더더더 어려웠어요.<br/>지문인식도 ESR에서 준 필름 끼고 인식이 쉽지 않네요. 후.. 차차.. 적응되겠죠?<br/><br/>언젠가 필름이랑 케이스 다 뺄날이 와서 영롱한 티타늄 그레이를 사용할 때가 오기를...<br/>지금은 새폰지킴이 <br/><br/>품질이 미치도록 좋은 s24울트라 잘 쓸게요. 삼성 ! 
5,"현존 최강의 폰인데, 더 이상 설명이 필요 할까요?"
5,"전체적으로 좋다<br/>특히 ,AI 번역"
5,성능이 맘에들고 디자인도 좋아요
5,너무 세련되서 지금까지 갤럭시 s중 제일 마음에 듭니다.  Ai가 장착 되어 있다고 하니 무척 기대 되고 올 해외 여행시 통역기능을 사용해 보려구요.<br/>아직 제품을 잘 이용해 보진 못했지만 많은 새로운 기능들을 잘 공부해 써 봐야겠어요.    통역하는 스마트 폰이 나올것 같았는데 드디어 삼성에서 해냈네요
5,"플립5에서 다시 기변했습니다.<br/><br/>실시간 통역 너무 좋아요.ㅎㅎ<br/><br/>여자친구가 터키인인데 아쉽게도 터키어는 없지만, 지금까지 영어로 대화했거든요.<br/><br/>저번에 터키에서 만났을때는 영어 실력이 부족해서 좀 답답했는데 이젠 걱정 없을거 같아서 마음이 놓입니다.ㅎㅎ"
5,우선 넓은 화면 화질도 최상<br/>
5,"사전 예약 했는데 <br/>디자인도 이쁘고, AI 기능과 카메라 성능 개선이 월등하네요"
5,일단 그립감이 좋습니다<br/>화면이 손에 만져지는 느낌도 좋구요<br/>다만 케이스를 미리 사지 못해서 셀프 자책중이긴 하나 튼튼하게 만들았다고 하니 며칠은 그냥 들고 다녀도 될듯합니다<br/>옆에.엣지 없앤거 너무 좋아요<br/>그 부분이 취약해서 떨어뜨리먼 깨졌는데 엣지 없앤것이 더 나은거 같습니다
5, 갤럭시S24 울트라를 25일에 사전예약해서 26일에 배송되어 깜짝 놀랐어요..정말정말 배송이 빠르네요..<br/>색상은 티타늄그린색상으로 선택했는데 화면에서 보던 것 보다는 약간 흐리네요..그것이 살짝 아쉽네요..<br/>온디바이스AI기능이 탑재되어 있다고 해서 설레는 맘으로 사용해보고 있는데요..아직은 뭘 할 줄을 몰라서..<br/>새로운 기능은 차차 배워야지요..기존에 사용하던  S21  기본보다는 확실히 무게감이 많이 느껴지고 화면이 정말 크네요...눈의 피로감도 적네요..빨리 새로운 기능을  능숙하게 사용하고 싶습니다.
5,노트9를 사용하다가 근 5년만에 휴대폰을 바꿨어요<br/>색상도 무게도 사진도 너무 마음에 들어요<br/><br/>또 4년은 거뜬히 사용할 것 같네요^^
5,아이폰과 비슷한 디자인과 색상도 고급스럽고 너무 맘에들어요.
5,"자급제폰으로 삼성닷컴에서 예약하고 26일 퇴근길에 바로 수령하여 사용하게 되었습니다.<br/>Smart Switch로 아무 도움없이 편하게 노트10을 그대로 복사해와서 사용하게 되었네요.<br/>카메라 엄청 좋아져서 사진, 영상 다 만족합니다.<br/>아내는 바이올렛, 저는 그레이로 했는데 컬러도 정말 고급지게 잘 나왔네요. <br/><br/>이번에도 우리 오래가자 갤럭시~!! :)"
5,s24만 기다렸습니다<br/>색상뭐할지 고민하고 고민해서 퍼플로했는데 맘에들어요 딱 원하던색입니다<br/>기다리고 기다렸다 기변하기 너무 잘했어요<br/>다양한 기능 하나하나 사용할때마다 놀라워요!!<br/>
5,매우 만족스러운 신제품입니다.
5,디자인도 그립감도 좋아요
5,애플에서 10년만에 넘어왔는데 너무조아여
5,가지고 싶었던 핸드폰이고 번역이나 사진 등등 성능이 좋습니다
5,Ai 자동번역 기능 하나만 보고 샀는데 좋은것 같습니다. 크기도 딱 적당하네요
5,빠르고 성능이 좋아요 <br/>무엇보다 카메라 만족입니다.
4,"신상이라 역시 빠르고, 색상 좋고, 여러 편의 사항이 많이 발전했네요<br/>통역이나 기타 AI의 기능들은 차차 사용해봐야 알겠지요<br/><br/>키보드로 &quot;고 키보드(go keyboard)&quot;앱을 <br/>줄곧 써오던 저로서는(중국어 한자 직접 입력 때문)<br/>아직 까지 삼성 키보드는 솔직히 맘에 들지 않습니다.<br/><br/>중국어 한자를 직접 펜으로 입력하는 저 같은 사람의 입장에서는 <br/>고 키보드의 &lt;곡선메뉴선택&gt;이라는 탁월한 장점을 <br/>(첨부한 2번째 사진참조)<br/>삼성키보드에서도 가능하기를 바래봅니다.<br/><br/>만약 이것이 울트라에서 가능하다면 <br/>중국인들의 소비욕구가 지금보다는 더욱 증가하지 않을까 추측해봅니다. <br/><br/>감사합니다. <br/> <br/>"
5,사전예약하고 26일날 받았습니다<br/>옐로우랑 그린이랑 고민했는데 삼성한정색상이라는것에 끌려 그린으로 주문<br/>이전에 플립3 썼었는데 배터리 때문에 스트레스 였는데 <br/>배터리 오래가는게 장점이네요 <br/>색상도 이쁘고 사용한지 하루가 안되어 기능을 다 사용해 보지 못해 다른건 아직 모르겠어요 ^^<br/>색이 좀 흐리게 나왔는데 예쁜 민트색입니다
5,S24울트라 최고에요  역시 삼성
5,속도가 빠르고 기능도 좋아요 크기가 좀 크긴한데  화면 보기가 좋아서 괜찮아요<br/>펜도 들어있어서 너무좋아요
5,오랜만에 폰 바꿔서 그런지 너무 빠르고<br/>편리한 기능들도 많아서 좋은거같아요<br/>어서 빨리 적응하고 싶어요 ㅎ
5,드디어 s24울트라를 손에 넣었네요 노트10보다는 크지만 화면이 크고 화질도 엄청좋아요
5,좋은 제품 사전예약으로 저렴하게 잘 구입했습니다.
5,"사전예약으로 512G 가격으로 1TB를 구입해서 좋고 로딩없이 속도도 빨라요<br/>강남점까지 가기 귀찮아서 블로그봤는데 왜 다들 그린이 별로라는지,, , 그린색 너무 이뻐요<br/>색상 겁나 잘뽑고 배송도 26일에 바로 받았구요 무조건 사전예약이 최고에요<br/><br/>#삼성전자이벤트참여"
5,"저장용량을 어느 것으로 하느냐에 여러날 고민하다가 이 모델로 했는데, 받고나니 정말 좋습니다  "
5,기대했던대로 멋진 폰입니다.<br/>잘 쓰도록 할게요!
5,디자인 너무 마음에 들고 갤럭시 s10 사용하다가 s24로 넘어오니까 다양하고 좋은 성능이 눈에 두드러지게 보입니다. 위젯을 옆으로 넘길수 있어서 화면 정리와 빠른 순환이 강점으로 느껴져요.
