제품그룹,제품군,세부제품,펫네임,모델코드,모델요약,출시일,색상코드,부품명,세부항목,기타,PART_NO,SPEC,상세스펙,표준품명,총예상 수리비(미반납가),총예상 수리비(반납가),Content
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZEEKOC,SM-S911,23년 02월,(ZE) BEIGE,메인보드,256GB,-,GH82-30597S,"SM-S911N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB",MAIN PCB,"457,000","457,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZEEKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZE) BEIGE, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-30597S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 457000, 총예상 수리비(반납가) : 457000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZEEKOD,SM-S911,23년 02월,(ZE) BEIGE,메인보드,256GB,-,GH82-30597S,"SM-S911N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB",MAIN PCB,"457,000","457,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZEEKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZE) BEIGE, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-30597S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 457000, 총예상 수리비(반납가) : 457000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZEEKOO,SM-S911,23년 02월,(ZE) BEIGE,메인보드,256GB,-,GH82-30597S,"SM-S911N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB",MAIN PCB,"457,000","457,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZEEKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZE) BEIGE, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-30597S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 457000, 총예상 수리비(반납가) : 457000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZEFKOC,SM-S911,23년 02월,(ZE) BEIGE,메인보드,512GB,-,GH82-30660S,"SM-S911N,DOM",SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S,MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZEFKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZE) BEIGE, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-30660S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZEFKOD,SM-S911,23년 02월,(ZE) BEIGE,메인보드,512GB,-,GH82-30660S,"SM-S911N,DOM",SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S,MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZEFKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZE) BEIGE, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-30660S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZEFKOO,SM-S911,23년 02월,(ZE) BEIGE,메인보드,512GB,-,GH82-30660S,"SM-S911N,DOM",SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S,MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZEFKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZE) BEIGE, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-30660S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZGEKOC,SM-S911,23년 02월,(ZG) GREEN,메인보드,256GB,-,GH82-30597S,"SM-S911N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB",MAIN PCB,"457,000","457,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZGEKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZG) GREEN, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-30597S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 457000, 총예상 수리비(반납가) : 457000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZGEKOD,SM-S911,23년 02월,(ZG) GREEN,메인보드,256GB,-,GH82-30597S,"SM-S911N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB",MAIN PCB,"457,000","457,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZGEKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZG) GREEN, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-30597S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 457000, 총예상 수리비(반납가) : 457000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZGEKOO,SM-S911,23년 02월,(ZG) GREEN,메인보드,256GB,-,GH82-30597S,"SM-S911N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB",MAIN PCB,"457,000","457,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZGEKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZG) GREEN, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-30597S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 457000, 총예상 수리비(반납가) : 457000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZGFKOC,SM-S911,23년 02월,(ZG) GREEN,메인보드,512GB,-,GH82-30660S,"SM-S911N,DOM",SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S,MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZGFKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZG) GREEN, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-30660S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZGFKOD,SM-S911,23년 02월,(ZG) GREEN,메인보드,512GB,-,GH82-30660S,"SM-S911N,DOM",SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S,MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZGFKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZG) GREEN, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-30660S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZGFKOO,SM-S911,23년 02월,(ZG) GREEN,메인보드,512GB,-,GH82-30660S,"SM-S911N,DOM",SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S,MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZGFKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZG) GREEN, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-30660S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOC,SM-S911,23년 02월,(ZK) BLACK,메인보드,256GB,-,GH82-30597S,"SM-S911N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB",MAIN PCB,"457,000","457,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-30597S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 457000, 총예상 수리비(반납가) : 457000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOD,SM-S911,23년 02월,(ZK) BLACK,메인보드,256GB,-,GH82-30597S,"SM-S911N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB",MAIN PCB,"457,000","457,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-30597S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 457000, 총예상 수리비(반납가) : 457000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOO,SM-S911,23년 02월,(ZK) BLACK,메인보드,256GB,-,GH82-30597S,"SM-S911N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB",MAIN PCB,"457,000","457,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-30597S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 457000, 총예상 수리비(반납가) : 457000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOC,SM-S911,23년 02월,(ZK) BLACK,메인보드,512GB,-,GH82-30660S,"SM-S911N,DOM",SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S,MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-30660S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOD,SM-S911,23년 02월,(ZK) BLACK,메인보드,512GB,-,GH82-30660S,"SM-S911N,DOM",SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S,MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-30660S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOO,SM-S911,23년 02월,(ZK) BLACK,메인보드,512GB,-,GH82-30660S,"SM-S911N,DOM",SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S,MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-30660S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS)SM-S911N_512GB;S, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKWKOC,SM-S911,23년 02월,(ZK) BLACK,메인보드,256GB,-,GH82-30597S,"SM-S911N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB",MAIN PCB,"457,000","457,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKWKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-30597S, SPEC : SM-S911N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S911N_256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 457000, 총예상 수리비(반납가) : 457000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NLGEKOO,SM-S911,23년 02월,(LG) LIGHT GREEN,배터리,MAIN,-,GH82-30483A,"SM-S911B,LI-ION POLYMER,Y","SVC BATT ASSY-EB-BS912ABY,3785,30,S911",BATTERY IN,"58,000","58,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NLGEKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (LG) LIGHT GREEN, 부품명 : 배터리, 세부항목 : MAIN, 기타 : , PART_NO : GH82-30483A, SPEC : SM-S911B,LI-ION POLYMER,Y, 상세스펙 : SVC BATT ASSY-EB-BS912ABY,3785,30,S911, 표준품명 : BATTERY IN, 총예상 수리비(미반납가) : 58000, 총예상 수리비(반납가) : 58000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NLGFKOO,SM-S911,23년 02월,(LG) LIGHT GREEN,배터리,MAIN,-,GH82-30483A,"SM-S911B,LI-ION POLYMER,Y","SVC BATT ASSY-EB-BS912ABY,3785,30,S911",BATTERY IN,"58,000","58,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NLGFKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (LG) LIGHT GREEN, 부품명 : 배터리, 세부항목 : MAIN, 기타 : , PART_NO : GH82-30483A, SPEC : SM-S911B,LI-ION POLYMER,Y, 상세스펙 : SVC BATT ASSY-EB-BS912ABY,3785,30,S911, 표준품명 : BATTERY IN, 총예상 수리비(미반납가) : 58000, 총예상 수리비(반납가) : 58000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NLIEKOC,SM-S911,23년 02월,(LI) LIGHT PINK,배터리,MAIN,-,GH82-30483A,"SM-S911B,LI-ION POLYMER,Y","SVC BATT ASSY-EB-BS912ABY,3785,30,S911",BATTERY IN,"58,000","58,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NLIEKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (LI) LIGHT PINK, 부품명 : 배터리, 세부항목 : MAIN, 기타 : , PART_NO : GH82-30483A, SPEC : SM-S911B,LI-ION POLYMER,Y, 상세스펙 : SVC BATT ASSY-EB-BS912ABY,3785,30,S911, 표준품명 : BATTERY IN, 총예상 수리비(미반납가) : 58000, 총예상 수리비(반납가) : 58000"
