제품그룹,제품군,세부제품,펫네임,모델코드,모델요약,출시일,색상코드,부품명,세부항목,기타,PART_NO,SPEC,상세스펙,표준품명,총예상 수리비(미반납가),총예상 수리비(반납가),Content
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZKEKOC,SM-S921,24년 1월,(ZK) BLACK,메인보드,256GB,-,GH82-33424N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZKEKOC, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZKEKOD,SM-S921,24년 1월,(ZK) BLACK,메인보드,256GB,-,GH82-33424N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZKEKOD, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZKEKOO,SM-S921,24년 1월,(ZK) BLACK,메인보드,256GB,-,GH82-33424N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZKEKOO, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZKFKOC,SM-S921,24년 1월,(ZK) BLACK,메인보드,512GB,-,GH82-33628N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB",MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZKFKOC, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-33628N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZKFKOD,SM-S921,24년 1월,(ZK) BLACK,메인보드,512GB,-,GH82-33628N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB",MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZKFKOD, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-33628N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZKFKOO,SM-S921,24년 1월,(ZK) BLACK,메인보드,512GB,-,GH82-33628N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB",MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZKFKOO, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-33628N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZKWKOC,SM-S921,24년 1월,(ZK) BLACK,메인보드,256GB,-,GH82-33424S,"SM-S921N,DOM","SVC PBA-MAIN(KOR/SKT/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZKWKOC, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZK) BLACK, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424S, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/SKT/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZOEKOO,SM-S921,24년 1월,(ZO) ORANGE,메인보드,256GB,-,GH82-33424N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZOEKOO, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZO) ORANGE, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZOFKOO,SM-S921,24년 1월,(ZO) ORANGE,메인보드,512GB,-,GH82-33628N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB",MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZOFKOO, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZO) ORANGE, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-33628N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZVEKOC,SM-S921,24년 1월,(ZV) VIOLET,메인보드,256GB,-,GH82-33424N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZVEKOC, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZV) VIOLET, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZVEKOD,SM-S921,24년 1월,(ZV) VIOLET,메인보드,256GB,-,GH82-33424N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZVEKOD, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZV) VIOLET, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZVEKOO,SM-S921,24년 1월,(ZV) VIOLET,메인보드,256GB,-,GH82-33424N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZVEKOO, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZV) VIOLET, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZVFKOC,SM-S921,24년 1월,(ZV) VIOLET,메인보드,512GB,-,GH82-33628N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB",MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZVFKOC, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZV) VIOLET, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-33628N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZVFKOD,SM-S921,24년 1월,(ZV) VIOLET,메인보드,512GB,-,GH82-33628N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB",MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZVFKOD, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZV) VIOLET, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-33628N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZVFKOO,SM-S921,24년 1월,(ZV) VIOLET,메인보드,512GB,-,GH82-33628N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB",MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZVFKOO, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZV) VIOLET, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-33628N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZYEKOC,SM-S921,24년 1월,(ZY) YELLOW,메인보드,256GB,-,GH82-33424N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZYEKOC, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZY) YELLOW, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZYEKOD,SM-S921,24년 1월,(ZY) YELLOW,메인보드,256GB,-,GH82-33424N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZYEKOD, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZY) YELLOW, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZYEKOO,SM-S921,24년 1월,(ZY) YELLOW,메인보드,256GB,-,GH82-33424N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB",MAIN PCB,"474,000","474,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZYEKOO, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZY) YELLOW, 부품명 : 메인보드, 세부항목 : 256GB, 기타 : , PART_NO : GH82-33424N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+256GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 474000, 총예상 수리비(반납가) : 474000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZYFKOC,SM-S921,24년 1월,(ZY) YELLOW,메인보드,512GB,-,GH82-33628N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB",MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZYFKOC, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZY) YELLOW, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-33628N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZYFKOD,SM-S921,24년 1월,(ZY) YELLOW,메인보드,512GB,-,GH82-33628N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB",MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZYFKOD, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZY) YELLOW, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-33628N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NZYFKOO,SM-S921,24년 1월,(ZY) YELLOW,메인보드,512GB,-,GH82-33628N,"SM-S921N,DOM","SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB",MAIN PCB,"497,000","497,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NZYFKOO, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (ZY) YELLOW, 부품명 : 메인보드, 세부항목 : 512GB, 기타 : , PART_NO : GH82-33628N, SPEC : SM-S921N,DOM, 상세스펙 : SVC PBA-MAIN(KOR/KOO/DS),SM-S921,8+512GB, 표준품명 : MAIN PCB, 총예상 수리비(미반납가) : 497000, 총예상 수리비(반납가) : 497000"
THS,스마트폰,S 시리즈,갤럭시 S24,SM-S921NLBEKOO,SM-S921,24년 1월,(LB) LIGHT BLUE,배터리,MAIN,-,GH82-33421A,"SM-S921U,LI-ION POLYMER,Y","SVC BATT ASSY-EB-BS921ABY,3885,30,S921U",BATTERY IN,"67,500","67,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S24, 모델코드 : SM-S921NLBEKOO, 모델요약 : SM-S921, 출시일 : 24년 1월, 색상코드 : (LB) LIGHT BLUE, 부품명 : 배터리, 세부항목 : MAIN, 기타 : , PART_NO : GH82-33421A, SPEC : SM-S921U,LI-ION POLYMER,Y, 상세스펙 : SVC BATT ASSY-EB-BS921ABY,3885,30,S921U, 표준품명 : BATTERY IN, 총예상 수리비(미반납가) : 67500, 총예상 수리비(반납가) : 67500"
